"Time"	G1	G70	G2	G6	G3	G7	G4	G85	G5	G52	G39	G93	G8	G30	G9	G99	G10	G42	G11	G50	G12	G13	G14	G38	G15	G91	G16	G17	G84	G18	G65	G19	G34	G20	G21	G76	G22	G66	G23	G95	G24	G94	G25	G71	G26	G97	G27	G73	G28	G29	G56	G31	G55	G32	G33	G72	G37	G35	G90	G36	G75	G40	G43	G41	G81	G96	G44	G48	G45	G61	G46	G47	G87	G49	G80	G51	G62	G58	G53	G86	G54	G64	G57	G59	G60	G92	G63	G67	G100	G68	G69	G88	G74	G89	G77	G78	G79	G82	G83	G98
550	0.8556718	0.7189431	0.5128309	0.1366724	0.0933146	0.3099398	0.9287779	0.2602517	0.0385233	0.9846972	0.5924605	0.0534984	0.4076748	0.7452103	0.5349906	0.8845942	0.2184965	0.5771054	0.5675044	0.7859847	0.0257642	0.2367488	0.2279281	0.1219616	0.0203539	0.0873386	0.8049596	0.6311451	0.0385138	0.9376318	0.3228741	0.5961566	0.0512363	0.9153201	0.5858352	0.3572772	0.1184325	0.3440936	0.2569636	0.9433621	0.0642893	0.9204145	0.7932893	0.7723092	0.0566174	0.9825857	0.3439725	0.1813386	0.6439266	0.9159396	0.2066421	0.8594137	0.4976538	0.9755279	0.5128274	0.3241442	0.3001607	0.9882429	0.8752422	0.6980163	0.7850142	0.9117438	0.4163634	0.3980182	0.0609918	0.6609490	0.5433327	0.6436191	0.5243508	0.9886715	0.9902016	0.4182995	0.5006809	0.6693838	0.9089192	0.8484975	0.2638075	0.9822854	0.5602524	0.4337564	0.5251265	0.1762701	0.7858845	0.4981206	0.0529761	0.2993978	0.9258373	0.2718043	0.9872444	0.9619772	0.7960843	0.4856609	0.6032772	0.4767207	0.5634189	0.0089213	0.4311824	0.9623967	0.9897205	0.4879075
600	0.5596516	0.5763187	0.5808041	0.1476890	0.0979326	0.1915328	0.9828801	0.2404477	0.0461297	0.9882631	0.6546357	0.0541011	0.3111550	0.7377426	0.5269085	0.8208794	0.2849392	0.5986051	0.7070159	0.7832411	0.0250896	0.2527510	0.2299188	0.1137183	0.0251081	0.0883193	0.9249139	0.6315439	0.0342630	0.9455945	0.3567616	0.6007171	0.0583118	0.9186830	0.6615677	0.3970897	0.1285560	0.3732522	0.3745786	0.8460355	0.0819500	0.9550915	0.8207876	0.7751325	0.0575382	0.9765718	0.5515072	0.2160396	0.6087133	0.9144408	0.2061556	0.8588544	0.4988766	0.9830056	0.5637269	0.3119943	0.1459457	0.9894448	0.8656087	0.6846113	0.8862658	0.9225905	0.4370795	0.6017820	0.0785749	0.6958530	0.5246357	0.6980099	0.5361173	0.9851443	0.9916135	0.4701355	0.4790107	0.6883848	0.9332127	0.8466353	0.2624566	0.9872501	0.5900314	0.3778000	0.5107676	0.1259781	0.7863392	0.4930426	0.0494848	0.2979987	0.9700112	0.3739436	0.9876744	0.9663167	0.7942470	0.4833437	0.6004511	0.4748421	0.5102662	0.0108371	0.4259738	0.9687797	0.9885724	0.4963174
650	0.3962520	0.3666009	0.6273160	0.2034276	0.0959493	0.1643557	0.9896893	0.2215436	0.0396714	0.9882283	0.6641583	0.0626627	0.2032771	0.7030110	0.5260843	0.7877308	0.3460776	0.6660606	0.8012272	0.7331317	0.0251062	0.2774776	0.2366249	0.1194686	0.0225819	0.0892814	0.9669283	0.6310876	0.0351251	0.9386458	0.3610467	0.5964706	0.0658370	0.9158762	0.6895605	0.4407229	0.1374840	0.4069310	0.4445811	0.6830656	0.0832245	0.9514156	0.8456854	0.7952840	0.0574625	0.9806034	0.7729569	0.3049221	0.6114721	0.9165408	0.2156107	0.8540379	0.4993671	0.9790634	0.6099024	0.2780270	0.0983328	0.9871527	0.8697789	0.6726631	0.9107606	0.9151498	0.4421936	0.6512330	0.0800857	0.7375833	0.5280128	0.7252136	0.5292706	0.9805294	0.9959694	0.4866660	0.4470082	0.6678496	0.9490398	0.8481322	0.2631169	0.9838661	0.5939820	0.3376006	0.4778405	0.1118211	0.7983208	0.4971468	0.0468537	0.2962687	0.9803183	0.4749716	0.9746155	0.9638544	0.7878815	0.4753698	0.6019913	0.4713527	0.4791133	0.0113705	0.4180721	0.9757486	0.9876474	0.4914409
700	0.3276342	0.1980344	0.6538286	0.2609292	0.0943595	0.1569499	0.9889296	0.2094391	0.0403675	0.9832830	0.6227332	0.0663103	0.1016402	0.6233899	0.5235134	0.7788032	0.3792502	0.7397163	0.8480206	0.6653741	0.0298905	0.2997308	0.2587498	0.1263902	0.0247016	0.0943634	0.9802460	0.6300362	0.0362390	0.9246750	0.3630900	0.5907300	0.0624760	0.9144080	0.7268999	0.4739486	0.1416276	0.4205918	0.4602367	0.5449539	0.0874343	0.9571264	0.8655551	0.8117256	0.0526522	0.9794441	0.8988325	0.4084603	0.6081139	0.9190329	0.2147313	0.8561936	0.4984462	0.9759865	0.6332003	0.2543430	0.0894937	0.9940879	0.8700863	0.6626390	0.9124569	0.9124550	0.4446142	0.6302125	0.0679312	0.7666242	0.5339198	0.7402210	0.5046570	0.9851068	0.9902364	0.5171647	0.4293697	0.6550260	0.9507580	0.8495849	0.2615535	0.9833097	0.5990551	0.3199401	0.4374757	0.1063695	0.8198383	0.4983009	0.0495512	0.2967574	0.9837314	0.6046566	0.9375546	0.9629892	0.7890022	0.4830263	0.5961895	0.4730736	0.4485604	0.0156185	0.4149720	0.9768701	0.9853804	0.4879130
750	0.3027685	0.1097399	0.6699103	0.3084257	0.0936451	0.1516431	0.9907698	0.2087525	0.0412777	0.9879101	0.5676804	0.0649889	0.0551068	0.5001372	0.5259199	0.7746458	0.3955972	0.7931083	0.8687800	0.6149459	0.0227027	0.3206336	0.2892937	0.1369437	0.0254029	0.0917647	0.9896649	0.6281314	0.0377531	0.9054669	0.3705638	0.5963331	0.0637180	0.9157208	0.7842413	0.4977805	0.1452902	0.4389626	0.4262917	0.4714467	0.0867611	0.9496949	0.8849210	0.8316615	0.0551382	0.9792686	0.9484942	0.4914026	0.6090391	0.9124831	0.2100496	0.8558712	0.4958310	0.9815895	0.6505730	0.2356538	0.0869061	0.9921331	0.8749438	0.6600731	0.9003364	0.9109381	0.4382759	0.6026649	0.0607989	0.7758041	0.5357381	0.7355774	0.4493493	0.9899826	0.9874119	0.5504995	0.4160906	0.6351136	0.9503465	0.8416998	0.2636949	0.9890770	0.6045423	0.3033858	0.3986300	0.1054072	0.8333841	0.5057311	0.0685346	0.2940611	0.9845187	0.7323235	0.8728475	0.9616456	0.7939796	0.4828388	0.6068953	0.4695179	0.4342550	0.0106929	0.4179693	0.9851421	0.9910708	0.4898194
800	0.3027601	0.0644346	0.6906553	0.3553970	0.0949244	0.1571074	0.9895411	0.2073309	0.0419440	0.9892320	0.5156386	0.0645675	0.0353874	0.3708630	0.5253246	0.7733793	0.4031389	0.8221526	0.8713963	0.5808043	0.0243633	0.3436160	0.3145962	0.1604306	0.0268712	0.0859259	0.9875540	0.6231791	0.0381581	0.8876185	0.3718016	0.5925127	0.0622388	0.9156080	0.8567099	0.5208561	0.1507872	0.4524363	0.3741033	0.4603767	0.0902475	0.9470300	0.9051056	0.8402892	0.0554347	0.9832122	0.9710929	0.5347357	0.6059840	0.9183160	0.2137549	0.8560513	0.4971022	0.9827303	0.6711465	0.2216209	0.0794678	0.9892025	0.8758678	0.6544622	0.8736182	0.9159671	0.4413186	0.5804361	0.0618472	0.7793868	0.5415719	0.7377954	0.3954790	0.9824086	0.9930394	0.5811100	0.4144574	0.6296436	0.9490422	0.8224001	0.2640001	0.9872000	0.6015228	0.3039673	0.3775909	0.1050324	0.8507162	0.5140990	0.0799355	0.2958034	0.9889803	0.8105712	0.7616155	0.9648276	0.7920696	0.4786023	0.6115780	0.4759703	0.4158403	0.0067623	0.4153041	0.9810736	0.9888414	0.4965271
850	0.3085377	0.0472204	0.7031014	0.3878651	0.0933523	0.1540306	0.9898001	0.2050831	0.0406455	0.9878917	0.4688324	0.0687222	0.0302183	0.2666589	0.5222843	0.7734558	0.4054941	0.8398750	0.8731314	0.5661985	0.0234023	0.3573277	0.3378328	0.1740383	0.0237470	0.0879461	0.9898142	0.6174772	0.0389981	0.8629770	0.3770237	0.5931611	0.0615558	0.9183702	0.9233011	0.5470565	0.1496548	0.4653772	0.3108361	0.5131010	0.0848856	0.9466458	0.9207292	0.8549264	0.0597395	0.9818485	0.9761931	0.5584675	0.6042545	0.9139864	0.2116989	0.8559991	0.5032200	0.9784853	0.6831445	0.2163818	0.0798607	0.9875903	0.8741056	0.6515167	0.8332810	0.9170109	0.4442908	0.5783200	0.0558125	0.7805260	0.5362922	0.7347000	0.3527812	0.9802974	0.9944849	0.6048681	0.4068732	0.6247285	0.9462742	0.8078034	0.2696671	0.9812977	0.6003533	0.3065059	0.3645735	0.1080888	0.8610842	0.5193105	0.1035299	0.2987176	0.9903850	0.8380447	0.6575474	0.9599832	0.7896986	0.4808530	0.6188537	0.4798938	0.4072828	0.0140257	0.4141632	0.9857074	0.9877712	0.4895115
900	0.3273020	0.0452451	0.7164861	0.4141862	0.0957995	0.1562705	0.9942110	0.2013246	0.0384110	0.9890016	0.4376640	0.0697427	0.0303526	0.2087085	0.5220610	0.7708397	0.4064152	0.8542930	0.8772316	0.5536418	0.0234200	0.3662976	0.3539116	0.1887125	0.0277643	0.0893541	0.9920965	0.6098676	0.0448689	0.8421750	0.3798655	0.5916948	0.0672568	0.9185764	0.9559231	0.5716386	0.1556983	0.4750333	0.2584803	0.6011475	0.0855689	0.9462506	0.9288501	0.8639255	0.0699825	0.9859159	0.9809363	0.5684195	0.6033882	0.9163241	0.2123661	0.8594112	0.4958347	0.9830694	0.6856204	0.2087076	0.0792873	0.9899391	0.8758696	0.6536741	0.7967164	0.9151918	0.4388349	0.5696957	0.0561988	0.7829669	0.5411271	0.7280596	0.3218131	0.9802853	0.9896804	0.6307272	0.4124491	0.6167640	0.9459308	0.7816407	0.2688107	0.9845211	0.6003333	0.3046635	0.3487502	0.1057834	0.8611443	0.5213982	0.1327247	0.2954950	0.9892534	0.8132454	0.5998806	0.9600751	0.7891611	0.4796452	0.6167449	0.4821254	0.4048488	0.0127958	0.4205720	0.9824184	0.9863829	0.4921256
950	0.3441284	0.0412387	0.7289452	0.4413376	0.0933636	0.1594032	0.9894543	0.2017639	0.0384418	0.9819982	0.4120629	0.0658673	0.0259511	0.1708546	0.5252832	0.7726408	0.4113152	0.8549122	0.8810019	0.5516240	0.0250136	0.3703185	0.3664505	0.1996167	0.0232258	0.0856612	0.9908946	0.6031361	0.0360916	0.8231751	0.3867018	0.5916568	0.0638696	0.9181859	0.9775561	0.5916638	0.1572519	0.4781996	0.2207385	0.7036423	0.0845263	0.9465562	0.9331519	0.8770241	0.0865438	0.9800976	0.9850999	0.5784580	0.6063264	0.9169402	0.2075480	0.8543432	0.4967811	0.9832380	0.6919233	0.2068440	0.0813392	0.9864426	0.8776482	0.6537419	0.7570881	0.9153218	0.4431791	0.5695637	0.0516889	0.7895755	0.5422306	0.7335820	0.3078405	0.9841483	0.9882817	0.6426891	0.4129952	0.6119729	0.9441978	0.7624355	0.2839345	0.9868240	0.6032211	0.2997667	0.3498420	0.1068958	0.8659748	0.5250835	0.1410394	0.2975927	0.9922894	0.7367559	0.5966313	0.9646507	0.7883254	0.4785608	0.6229582	0.4863544	0.3995872	0.0131260	0.4258045	0.9864107	0.9908247	0.4918033
1000	0.3669121	0.0487058	0.7364359	0.4554391	0.0965305	0.1570856	0.9910812	0.2044882	0.0416950	0.9871923	0.3920819	0.0652610	0.0282588	0.1601257	0.5242824	0.7718783	0.4077052	0.8566897	0.8759811	0.5494438	0.0278400	0.3805703	0.3796962	0.2113142	0.0230882	0.0887138	0.9912674	0.6065824	0.0464485	0.8028914	0.3905402	0.5907099	0.0624860	0.9171436	0.9813237	0.6034794	0.1568377	0.4837017	0.1900870	0.7978489	0.0834037	0.9483170	0.9361967	0.8786215	0.1142522	0.9744098	0.9789704	0.5756043	0.6011613	0.9173859	0.2144507	0.8581338	0.4967087	0.9752944	0.6977563	0.2009915	0.0864872	0.9891439	0.8754960	0.6515730	0.7260929	0.9132448	0.4429022	0.5663584	0.0589601	0.7866626	0.5415905	0.7331391	0.2943629	0.9782580	0.9927479	0.6524037	0.4147635	0.6092133	0.9412684	0.7519622	0.2863082	0.9866013	0.5980350	0.2994428	0.3490436	0.1047906	0.8693254	0.5280438	0.1545051	0.3002572	0.9916988	0.6411893	0.6472939	0.9610721	0.7866261	0.4782415	0.6228880	0.4869150	0.4064050	0.0083872	0.4274819	0.9828482	0.9882931	0.4926044

0	0.4749917	0.1230475	0.7466864	0.5019509	0.0927885	0.1582828	0.9872309	0.2074244	0.0388421	0.9831448	0.3415573	0.0660502	0.0294369	0.1450709	0.5227747	0.7759362	0.5089583	0.9098611	0.8796097	0.5467850	0.0205967	0.3955312	0.3990438	0.2339910	0.0260627	0.0906268	0.9912109	0.5995544	0.0467648	0.7569826	0.4075145	0.5872060	0.0585157	0.9149755	0.9903072	0.6174633	0.1578734	0.4884925	0.1169850	0.9809794	0.0851881	0.9501866	0.9389471	0.8831656	0.2060358	0.9138555	0.9764350	0.5830468	0.5321917	0.9151123	0.2094186	0.8623114	0.4974276	0.9803526	0.6974486	0.1975210	0.0824367	0.9899218	0.8766663	0.6492082	0.6318864	0.9094945	0.4436674	0.5631130	0.0528766	0.7865326	0.5444330	0.7341770	0.2832350	0.9774538	0.9930751	0.6746886	0.4158719	0.5773005	0.9280460	0.8381577	0.2682499	0.9866561	0.5947784	0.3087810	0.3529553	0.1049515	0.8642476	0.5247320	0.1691989	0.3011148	0.9899037	0.3838736	0.9576852	0.9599788	0.8004551	0.4835334	0.6314232	0.4904845	0.3997503	0.0137319	0.4361964	0.9887517	0.9912620	0.4904354
50	0.5653199	0.5247130	0.7479271	0.5011734	0.0948807	0.1535991	0.8033423	0.2106733	0.0472393	0.9880356	0.3442726	0.0673105	0.4066372	0.2396409	0.9220608	0.8338269	0.3269384	0.9008615	0.8695461	0.5502223	0.0217505	0.3908554	0.3951916	0.2320635	0.0097380	0.0872953	0.8947029	0.5959829	0.0463450	0.7597788	0.1660553	0.5901730	0.0657750	0.7807862	0.4788409	0.5964107	0.1429910	0.4864013	0.6888227	0.8155488	0.0883205	0.3133318	0.9347161	0.8838628	0.2061827	0.8623078	0.5057943	0.5491012	0.5194586	0.9265805	0.0324531	0.8714526	0.4960276	0.9791392	0.1278611	0.2329130	0.0835490	0.7922442	0.8728813	0.8540651	0.2473438	0.9126371	0.0966860	0.5742606	0.0546725	0.7191190	0.6478259	0.1624314	0.2809621	0.9777387	0.9876790	0.6727553	0.5416920	0.6151619	0.9518058	0.8103752	0.2692694	0.9848557	0.2359299	0.4239104	0.3599216	0.0921270	0.8606182	0.5221018	0.1662430	0.3032971	0.6084754	0.3942537	0.3089141	0.9638281	0.7906663	0.4813648	0.6284082	0.4866954	0.6292614	0.0063262	0.4328944	0.9819564	0.4459455	0.3272245
100	0.7571893	0.6808719	0.7470405	0.5012554	0.0965350	0.1540799	0.7647405	0.2210282	0.0435114	0.9872157	0.3479557	0.0668641	0.5272798	0.4660788	0.9263994	0.8815413	0.2903905	0.8637247	0.8588977	0.5563050	0.0232360	0.3869751	0.3974403	0.2296363	0.0104403	0.0847595	0.8596316	0.5980924	0.0470736	0.7780939	0.1040805	0.5923233	0.0625699	0.7409703	0.2706727	0.5055364	0.1162386	0.4643036	0.7875635	0.5294029	0.0840580	0.2209831	0.9293947	0.8782158	0.1977514	0.8565711	0.3828422	0.4379810	0.4850656	0.9336423	0.0065673	0.8785680	0.4981209	0.9691306	0.0270164	0.4862033	0.0824962	0.7779732	0.8510368	0.9037389	0.1923290	0.9155106	0.0709201	0.6773230	0.0490757	0.4969268	0.6638105	0.0787805	0.2858748	0.9726774	0.9840552	0.5972961	0.8320290	0.7271338	0.9643661	0.7080871	0.2755966	0.9851583	0.1349511	0.7226383	0.4729707	0.0635074	0.7720543	0.5227718	0.1505944	0.3058667	0.4675370	0.5208463	0.1510839	0.9652402	0.7924874	0.4807407	0.6272872	0.4958361	0.7245168	0.0016512	0.4320467	0.9559772	0.2766325	0.4004313
150	0.8588641	0.7655112	0.7200443	0.4974712	0.0957845	0.1526281	0.7650064	0.2299789	0.0409834	0.9883936	0.3441869	0.0670981	0.6042668	0.6299872	0.9239373	0.9022976	0.2900692	0.8121440	0.8404154	0.5631471	0.0225137	0.3661813	0.3865056	0.2279560	0.0066492	0.0912664	0.8531183	0.5989611	0.0448196	0.8280302	0.0766255	0.5989721	0.0607400	0.7320867	0.1861949	0.3872616	0.0929407	0.4227315	0.8110780	0.3758040	0.0873463	0.2021842	0.8765065	0.8822230	0.1771731	0.8602732	0.3461848	0.3392783	0.4722485	0.9314423	0.0053773	0.8815449	0.5017510	0.9444299	0.0038515	0.6950788	0.0808402	0.7766425	0.8242755	0.9244595	0.1932273	0.9157522	0.0634916	0.8453067	0.0554601	0.3034954	0.6477917	0.0593868	0.2787919	0.9782225	0.9897817	0.4463555	0.9577620	0.8374980	0.9779038	0.5502045	0.2961074	0.9849635	0.1136007	0.8867467	0.6380110	0.0486082	0.6021301	0.5000515	0.1149459	0.3034943	0.4120285	0.7269635	0.1010878	0.9589450	0.7875838	0.4759242	0.6288743	0.4899038	0.7594642	0.0062935	0.4365959	0.8729806	0.2223004	0.4487190
200	0.9091653	0.8196029	0.6655009	0.4580903	0.0949933	0.1567146	0.7588862	0.2357621	0.0392241	0.9926192	0.3440612	0.0667115	0.6527775	0.7327125	0.9283683	0.9064480	0.3082637	0.7854236	0.8311853	0.5651862	0.0237694	0.3229902	0.3690371	0.2189721	0.0048852	0.0906795	0.8527532	0.6185195	0.0390286	0.8917558	0.0726955	0.6124366	0.0575576	0.7279253	0.1382027	0.2804834	0.0820741	0.3668612	0.8123621	0.2989600	0.0848276	0.1937988	0.7946698	0.8608295	0.1359978	0.8738479	0.3387015	0.2727930	0.4737230	0.9343132	0.0000000	0.8842898	0.5060591	0.9086147	0.0111862	0.7725078	0.0807870	0.7790745	0.8068922	0.9266707	0.1904070	0.9149599	0.0635591	0.9365319	0.0568083	0.2086669	0.5877369	0.0550418	0.2918444	0.9787123	0.9920966	0.3504888	0.9853504	0.9094313	0.9790872	0.3908700	0.3544193	0.9846868	0.1070262	0.9531562	0.7478002	0.0423349	0.4662435	0.4540350	0.0852400	0.3039452	0.3928624	0.8583468	0.0810428	0.9605170	0.7889151	0.4803466	0.6262260	0.4916169	0.7734796	0.0045773	0.4329134	0.7560049	0.2079642	0.4729282
250	0.9182285	0.8510705	0.6035845	0.3843728	0.0939028	0.1585425	0.7549116	0.2398734	0.0416298	0.9906913	0.3636774	0.0730524	0.6836392	0.7877593	0.9252996	0.9101886	0.3106533	0.7676967	0.8253859	0.5802225	0.0251083	0.2805304	0.3304438	0.2092831	0.0038847	0.0908276	0.8489038	0.6647480	0.0412758	0.9384949	0.0607365	0.6328076	0.0580470	0.7279017	0.1197509	0.2137081	0.0759765	0.3257550	0.8133852	0.2678279	0.0857766	0.1997849	0.7004118	0.8208654	0.1004974	0.8933134	0.3374662	0.2393089	0.4868888	0.9363311	0.0016000	0.8825524	0.5109609	0.8693635	0.0087341	0.7998096	0.0827309	0.7746855	0.7989408	0.9326963	0.1981559	0.9185869	0.0625689	0.9729280	0.0570320	0.1648105	0.5067609	0.0644853	0.3003615	0.9769029	0.9875544	0.3111376	0.9907227	0.9432041	0.9849820	0.2724905	0.4346070	0.9834511	0.1032706	0.9749811	0.8085848	0.0405867	0.3971045	0.3932396	0.0699946	0.2987915	0.3834652	0.9215541	0.0653980	0.9607417	0.7925372	0.4765556	0.6257555	0.4914926	0.7866124	0.0000000	0.4325962	0.6746948	0.2050362	0.4815190
300	0.9246882	0.8588166	0.5487865	0.2910388	0.0949496	0.1596102	0.7594419	0.2443978	0.0386679	0.9853230	0.3973175	0.0717025	0.7004394	0.8209244	0.9200504	0.9083820	0.3066037	0.7696078	0.8205947	0.5826733	0.0274202	0.2348250	0.2821503	0.1828267	0.0028139	0.0853499	0.8534150	0.7276901	0.0373472	0.9717977	0.0563447	0.6530175	0.0575035	0.7294797	0.0966815	0.1704284	0.0723453	0.2886136	0.8128417	0.2526660	0.0878404	0.1952665	0.6436274	0.7454565	0.0733109	0.9057215	0.3329828	0.2284070	0.5068674	0.9405354	0.0000000	0.8824003	0.5015978	0.8376835	0.0063237	0.8015631	0.0797809	0.7834877	0.7881840	0.9310400	0.2120311	0.9168375	0.0592119	0.9847711	0.0564898	0.1419225	0.4423194	0.0652768	0.3089880	0.9793388	0.9925425	0.2881562	0.9902236	0.9603390	0.9887815	0.1925572	0.5422247	0.9809183	0.1070395	0.9828640	0.8346906	0.0375842	0.3640109	0.3406707	0.0592331	0.3043536	0.3833768	0.9576211	0.0518149	0.9573080	0.7903342	0.4797275	0.6180516	0.4947827	0.7853515	0.0024529	0.4318188	0.6148581	0.2057008	0.4817011
350	0.9191918	0.8706482	0.5210639	0.2174764	0.0956154	0.1537767	0.7570696	0.2407792	0.0422530	0.9847380	0.4628223	0.0701897	0.7034797	0.8405993	0.9211720	0.9082837	0.2898010	0.7669642	0.8231162	0.5800787	0.0222587	0.2006721	0.2349401	0.1501571	0.0037653	0.0877235	0.8470334	0.7883787	0.0335611	0.9791821	0.0566121	0.6789804	0.0541453	0.7245517	0.0863554	0.1436373	0.0690862	0.2692319	0.8273045	0.2421170	0.0904375	0.1960889	0.6123798	0.6654593	0.0660865	0.9143201	0.3340185	0.2224608	0.5229194	0.9339550	0.0021821	0.8801883	0.5079730	0.8131611	0.0047820	0.8041701	0.0820200	0.7826313	0.7844193	0.9330490	0.2304933	0.9173945	0.0644677	0.9845454	0.0594871	0.1337895	0.3943730	0.0677439	0.3197547	0.9743420	0.9890734	0.2772548	0.9916978	0.9697191	0.9838658	0.1495029	0.6445502	0.9886036	0.1047493	0.9830908	0.8430684	0.0373924	0.3507344	0.3049785	0.0517926	0.2978013	0.3839177	0.9653038	0.0444103	0.9568134	0.7907193	0.4783108	0.6032197	0.4804049	0.7922307	0.0000000	0.4342641	0.5888091	0.2015975	0.4835218
400	0.9009382	0.8765255	0.5006999	0.1796071	0.0997891	0.1559037	0.7566733	0.2420426	0.0458252	0.9870803	0.5304368	0.0695365	0.7160322	0.8503989	0.9241966	0.9082642	0.2789518	0.7581105	0.8178878	0.5896196	0.0250583	0.1902460	0.1951750	0.1213284	0.0026059	0.0861168	0.8487761	0.8374465	0.0306687	0.9898934	0.0502895	0.6985945	0.0497901	0.7309300	0.0836134	0.1269947	0.0702151	0.2640077	0.8296996	0.2383582	0.0858107	0.1982489	0.5937504	0.5940456	0.0572386	0.9162587	0.3344520	0.2208985	0.5311887	0.9328189	0.0000000	0.8812282	0.5072918	0.8025840	0.0029186	0.8045446	0.0854247	0.7780387	0.7840371	0.9312580	0.2596260	0.9149000	0.0703336	0.9951724	0.0541452	0.1323193	0.3787938	0.0784544	0.3232400	0.9796005	0.9919778	0.2738988	0.9884951	0.9773652	0.9884901	0.1164688	0.7285816	0.9876979	0.1034424	0.9879224	0.8530484	0.0376019	0.3442377	0.2802883	0.0506525	0.3053562	0.3840096	0.9712045	0.0397298	0.9573288	0.7869210	0.4791197	0.5848816	0.4688128	0.7944179	0.0009041	0.4263226	0.5699880	0.2037351	0.4864914
450	0.8769605	0.8742432	0.4898338	0.1497330	0.0957970	0.1591259	0.7585559	0.2415932	0.0428572	0.9855112	0.5993250	0.0704584	0.7139665	0.8614385	0.9233984	0.9024567	0.2699397	0.7391995	0.8255749	0.5912831	0.0207133	0.1816452	0.1738850	0.0954566	0.0023592	0.0921392	0.8487903	0.8654394	0.0286482	0.9891049	0.0554009	0.7159879	0.0429036	0.7231664	0.0748280	0.1191683	0.0716835	0.2604661	0.8576430	0.2341952	0.0901455	0.1976427	0.5901540	0.5409032	0.0561351	0.9233936	0.3312006	0.2189281	0.5383593	0.9364086	0.0023935	0.8819405	0.5091526	0.7979071	0.0089089	0.8062252	0.0774752	0.7780555	0.7835257	0.9321697	0.2832089	0.9134781	0.0628327	0.9924013	0.0637422	0.1328188	0.3683762	0.0758972	0.3253460	0.9761027	0.9880634	0.2801498	0.9876822	0.9772478	0.9852158	0.1035323	0.7925341	0.9891067	0.1019237	0.9886760	0.8517274	0.0352704	0.3465966	0.2740419	0.0487563	0.2992243	0.3785975	0.9750760	0.0390623	0.9575955	0.7848428	0.4815027	0.5514941	0.4533257	0.7963292	0.0008251	0.4113465	0.5648054	0.2004455	0.4815560
500	0.8610538	0.8689230	0.4890994	0.1427465	0.0981220	0.1622818	0.7603396	0.2392794	0.0410854	0.9871566	0.6488445	0.0661434	0.7108688	0.8590850	0.9160653	0.9073644	0.2574712	0.7261841	0.8218217	0.5930662	0.0246358	0.1755228	0.1549275	0.0774047	0.0000000	0.0871661	0.8493993	0.8898938	0.0298005	0.9938579	0.0581712	0.7277419	0.0488860	0.7244771	0.0702813	0.1161292	0.0678996	0.2577871	0.8664029	0.2285713	0.0852060	0.1976581	0.5838179	0.5026976	0.0569133	0.9200779	0.3333514	0.2161927	0.5439682	0.9376254	0.0000000	0.8824541	0.5066575	0.7889967	0.0042392	0.8057308	0.0775053	0.7760027	0.7804985	0.9310446	0.2977459	0.9127507	0.0647925	0.9873562	0.0597979	0.1300184	0.3645823	0.0761931	0.3257757	0.9799773	0.9880471	0.2829111	0.9877322	0.9788182	0.9869630	0.0935198	0.8285824	0.9839519	0.1056082	0.9866989	0.8532130	0.0404980	0.3459916	0.2670163	0.0551294	0.2990219	0.3796112	0.9745805	0.0369855	0.9612674	0.7897762	0.4811620	0.5239720	0.4401040	0.7940807	0.0040865	0.4011294	0.5628605	0.2031523	0.4818913
550	0.6940800	0.6391707	0.4869113	0.1332504	0.0953736	0.1559005	0.9502979	0.2372200	0.0400733	0.9900094	0.6746404	0.0691226	0.4494511	0.8517809	0.4632063	0.8583964	0.4240506	0.7464328	0.8315886	0.5881737	0.0265899	0.1756987	0.1474258	0.0730290	0.0131297	0.0893316	0.9495023	0.8986254	0.0311521	0.9937606	0.2755084	0.7266124	0.0451193	0.8602521	0.3739269	0.1352032	0.0772501	0.2563712	0.5286456	0.2439851	0.0847223	0.8294699	0.5762621	0.4871347	0.0569871	0.9773374	0.8132947	0.2769829	0.5559295	0.9218296	0.1773268	0.8669057	0.5109411	0.8305561	0.3921754	0.8421066	0.0738035	0.9782610	0.7823584	0.7525445	0.8750406	0.9107642	0.4040419	0.9878304	0.0658007	0.2625636	0.1521899	0.7931374	0.3295049	0.9775861	0.9878275	0.2715697	0.8913719	0.9562578	0.9813102	0.1826521	0.8410087	0.9886390	0.4608884	0.9459123	0.8524978	0.0428384	0.3504497	0.2655485	0.0499869	0.2997854	0.7574033	0.9733479	0.3147102	0.9568687	0.7878911	0.4770583	0.5079818	0.4212594	0.5886682	0.0027544	0.3851582	0.6306868	0.7524225	0.8675898
