"Time"	G1	G77	G2	G94	G3	G9	G4	G63	G5	G60	G6	G35	G7	G88	G8	G68	G28	G10	G11	G76	G12	G83	G13	G85	G14	G87	G15	G61	G16	G71	G17	G91	G18	G57	G19	G56	G20	G64	G21	G86	G22	G23	G48	G24	G25	G26	G27	G72	G93	G29	G44	G30	G31	G70	G32	G33	G95	G34	G97	G36	G37	G54	G38	G39	G49	G40	G81	G41	G42	G43	G45	G67	G46	G47	G50	G66	G51	G52	G53	G58	G55	G78	G82	G59	G99	G62	G92	G65	G100	G96	G69	G98	G80	G73	G74	G75	G79	G89	G84	G90
600	0.2164557	0.4806972	0.2651895	0.1685445	0.2703980	0.1181760	0.5315829	0.3467432	0.3512957	0.9667751	0.6663498	0.0805945	0.9841431	0.9930619	0.5401470	0.9946431	0.0275107	0.1491554	0.9570144	0.2981988	0.9659899	0.3692760	0.1130774	0.0747103	0.2658006	0.0625879	0.0617180	0.0300436	0.6766384	0.5735321	0.0725336	0.1384795	0.4157910	0.7366964	0.9584381	0.5512964	0.5890264	0.5464045	0.4342298	0.2791495	0.1151526	0.0270405	0.0409664	0.0365936	0.7493058	0.0395054	0.7619195	0.3622357	0.0740892	0.3773309	0.4279775	0.0944783	0.1139003	0.0607022	0.0175658	0.0085352	0.9841303	0.5312877	0.9521656	0.6054407	0.7465543	0.7869490	0.9193242	0.0643558	0.3304128	0.4962646	0.7631264	0.1396296	0.0558547	0.1881620	0.9812391	0.9932010	0.7169008	0.5163975	0.1614262	0.9654315	0.9774997	0.0544652	0.5241204	0.4497865	0.4109134	0.9824212	0.4130756	0.9849032	0.8520788	0.0767264	0.7144109	0.1652126	0.2927921	0.5985368	0.0467033	0.0550579	0.0079026	0.9255800	0.7851190	0.6470129	0.2839685	0.7318130	0.9178381	0.9940959
650	0.3962820	0.6778719	0.1085552	0.5715921	0.2898919	0.1132316	0.4396486	0.2177785	0.5005493	0.8731038	0.6840402	0.0838780	0.9913157	0.9929805	0.4197397	0.9912351	0.0298586	0.1556868	0.9842169	0.1666639	0.9659587	0.3688529	0.1080259	0.0805625	0.2510494	0.0766221	0.0502866	0.0175991	0.8224302	0.8956848	0.0646943	0.0978304	0.4305418	0.7688775	0.9800290	0.6681939	0.5862564	0.5174638	0.4735615	0.2625448	0.0878704	0.0267854	0.0508726	0.0481340	0.6988454	0.0432870	0.9008591	0.3335099	0.0530139	0.3794337	0.4375386	0.0896530	0.1143909	0.0547619	0.0385387	0.0024314	0.9876539	0.5939502	0.9562215	0.6353726	0.7600214	0.7902439	0.9691976	0.0952335	0.1851470	0.4868029	0.7758782	0.2041017	0.0527350	0.1878246	0.9955373	0.9843911	0.5352191	0.5255055	0.2129728	0.9597208	0.9730581	0.0510352	0.5179244	0.4132410	0.4145727	0.9875767	0.3081209	0.9881342	0.8158536	0.0752259	0.6492551	0.3157128	0.2948877	0.5871761	0.0423022	0.0481343	0.1042579	0.9535446	0.8469800	0.5545980	0.1607188	0.5357345	0.9073356	0.9891904
700	0.6278710	0.8554306	0.0532440	0.8941093	0.3317960	0.1026248	0.3878512	0.1552968	0.5644071	0.7672800	0.7054789	0.0838673	0.9908584	0.9910290	0.3516846	0.9924002	0.0272729	0.1568577	0.9921190	0.1066159	0.9706660	0.3649796	0.1058512	0.0792641	0.2515784	0.1018894	0.1501034	0.0132329	0.8769028	0.9703775	0.0707937	0.0857440	0.4408461	0.7763045	0.9560567	0.7242283	0.5867266	0.4926376	0.5096909	0.2376065	0.0894500	0.0359568	0.0532677	0.0576034	0.6695786	0.0420156	0.9604941	0.2961823	0.0439904	0.3819291	0.4366811	0.0918088	0.1134678	0.0503203	0.0558043	0.0038102	0.9927133	0.6836071	0.9587752	0.6474040	0.7544801	0.7925192	0.9871243	0.5141340	0.2417378	0.4860297	0.7808176	0.2460338	0.0586370	0.1817966	0.9914358	0.9870109	0.3886738	0.5351863	0.2471522	0.9550019	0.9648183	0.0504621	0.5204684	0.3951080	0.4137160	0.9873053	0.2418100	0.9862083	0.7000837	0.0758602	0.5893638	0.5316270	0.2957252	0.5845636	0.0442561	0.0568002	0.3344286	0.9650368	0.7775940	0.5079720	0.1148891	0.3199400	0.8322253	0.9854880
750	0.5479808	0.9402970	0.0309372	0.9715783	0.3947995	0.0845806	0.3655370	0.1373139	0.5889115	0.7064644	0.7242973	0.0808538	0.9940363	0.9908516	0.3229530	0.9914073	0.0251144	0.1568145	0.9876381	0.0827718	0.9633774	0.3644310	0.1083673	0.0744123	0.2521902	0.1189494	0.3904948	0.0139490	0.8975021	0.9856273	0.0894652	0.0910983	0.4494063	0.7742388	0.4920707	0.6951402	0.5865802	0.4877963	0.5302307	0.2164239	0.0932278	0.0299483	0.0519081	0.0704884	0.6611269	0.0418065	0.9791649	0.2720221	0.0435483	0.3753704	0.4319981	0.0914832	0.1108482	0.0551236	0.0726831	0.0038379	0.9937638	0.7496462	0.9667395	0.6549137	0.7025463	0.7912567	0.9859654	0.7934254	0.5666370	0.4809318	0.7812202	0.2554190	0.0539748	0.1661334	0.9888522	0.9890790	0.3036211	0.5291492	0.2694364	0.9461127	0.9580317	0.0562478	0.5251896	0.3763196	0.4065364	0.9876493	0.1976396	0.9883144	0.5266428	0.0732147	0.5423214	0.7365274	0.3103074	0.5828795	0.0495169	0.0572973	0.5109940	0.9667015	0.6642341	0.4953263	0.1014693	0.1891195	0.6196096	0.9866643
800	0.2987637	0.9663590	0.0283231	0.9917172	0.4649899	0.0744440	0.3536299	0.1305860	0.5981876	0.6734415	0.7349722	0.0797744	0.9910771	0.9931307	0.3084845	0.9910986	0.0228786	0.1535730	0.9322229	0.0709870	0.9649642	0.3703080	0.1084052	0.0798687	0.2537411	0.1272957	0.6104784	0.0542597	0.9047764	0.9904179	0.1039981	0.0881949	0.4492400	0.7692538	0.1832760	0.4497959	0.5883729	0.4853082	0.5468219	0.2010357	0.1023446	0.0277603	0.0534208	0.0679748	0.6558017	0.0458127	0.9896904	0.2500038	0.0401516	0.3812110	0.4357094	0.0916614	0.1121201	0.0558224	0.0920259	0.0031639	0.9871786	0.7883508	0.9702498	0.6535203	0.5254299	0.7857174	0.9907071	0.9053188	0.7755192	0.4782448	0.7861654	0.2623656	0.0533763	0.1369350	0.9945208	0.9895903	0.2671344	0.5318827	0.2820869	0.9343028	0.9473602	0.0544519	0.5219115	0.3758474	0.4047776	0.9872561	0.1809486	0.9904244	0.3606093	0.0748871	0.5162981	0.8610461	0.3140888	0.5860081	0.0476604	0.0534446	0.5933221	0.9759359	0.5655118	0.5142932	0.0913775	0.1146392	0.3604043	0.9906548
850	0.1673334	0.9628087	0.0237602	0.9928100	0.5219626	0.0575889	0.3493959	0.1267236	0.5998768	0.6558957	0.7355134	0.0836960	0.9908229	0.9890156	0.2995198	0.9914556	0.0198387	0.1536451	0.8198319	0.0741837	0.9639488	0.3699830	0.1108428	0.0765594	0.2507675	0.1378615	0.7477803	0.2162694	0.9080183	0.9864807	0.1195790	0.0899753	0.4473807	0.7694577	0.0838473	0.2150887	0.5844051	0.4862986	0.5491833	0.1963871	0.1003444	0.0275219	0.0555430	0.0677914	0.6545952	0.0447456	0.9903041	0.2382259	0.0383997	0.3768755	0.4336508	0.0916078	0.1182451	0.0513398	0.1011309	0.0072538	0.9877034	0.8078794	0.9701693	0.6522422	0.2678666	0.7451629	0.9929145	0.9592936	0.8590021	0.4769089	0.7803351	0.2584887	0.0538594	0.1176083	0.9959722	0.9875894	0.2424910	0.5316612	0.2872047	0.9371837	0.9410862	0.0488705	0.5207208	0.3828900	0.4012656	0.9885265	0.1736397	0.9899509	0.2658018	0.0775617	0.5008832	0.9244019	0.3164852	0.5811518	0.0452698	0.0558941	0.6305596	0.9805150	0.5127012	0.5567363	0.0856865	0.0869631	0.2009522	0.9750769
900	0.1220715	0.8949972	0.0241508	0.9909820	0.5660425	0.0497463	0.3519882	0.1224393	0.5984840	0.6498337	0.7392778	0.0846328	0.9923760	0.9922060	0.2982246	0.9889148	0.0178168	0.1589700	0.7134910	0.0820473	0.9639338	0.3675625	0.1101330	0.0769048	0.2550905	0.1438823	0.8188071	0.4045592	0.9144761	0.9871912	0.1277783	0.0895572	0.4518130	0.7691670	0.0465803	0.1128247	0.5886355	0.4871315	0.5504735	0.1867613	0.1010324	0.0271687	0.0552161	0.0619354	0.6546513	0.0498175	0.9933887	0.2301380	0.0378070	0.3792161	0.4343189	0.0950235	0.1108492	0.0558129	0.0997830	0.0058492	0.9870834	0.8198137	0.9728831	0.6550377	0.1151284	0.6445283	0.9470707	0.9737724	0.8954319	0.4790860	0.7846559	0.2486116	0.0525065	0.1060490	0.9911622	0.9931366	0.2395036	0.5245837	0.2905805	0.9354181	0.9282507	0.0531135	0.5208727	0.4015285	0.3893141	0.9796025	0.1681048	0.9877590	0.2264857	0.0738948	0.4914623	0.9531657	0.3209106	0.5812456	0.0447005	0.0547742	0.6378103	0.9819272	0.4995032	0.5876718	0.0884842	0.0694747	0.1204613	0.9590163
950	0.1008622	0.7059789	0.0268232	0.9943960	0.5896429	0.0462669	0.3465041	0.1226934	0.5985216	0.6397863	0.7397572	0.0807219	0.9883931	0.9873796	0.3167912	0.9907452	0.0209969	0.1550566	0.6560010	0.1074199	0.9655112	0.3628344	0.1093251	0.0761470	0.2510432	0.1425150	0.8502032	0.5333562	0.9054249	0.9898692	0.1355478	0.0903299	0.4477823	0.7691239	0.0395619	0.0769071	0.5891522	0.4841772	0.5533540	0.1807174	0.0976887	0.0274870	0.0547199	0.0631197	0.6530478	0.0466352	0.9969376	0.2313975	0.0416900	0.3798329	0.4294944	0.0899484	0.1117963	0.0559242	0.1021578	0.0080055	0.9890646	0.8203790	0.9751472	0.6553408	0.0537947	0.4939183	0.7789015	0.9830790	0.9054257	0.4880356	0.7846361	0.2504837	0.0566932	0.1030455	0.9897625	0.9900512	0.2361573	0.5134540	0.2884331	0.9393065	0.9319591	0.0577468	0.5241315	0.4515872	0.3916483	0.9625845	0.1821950	0.9886819	0.1976771	0.0753761	0.4907718	0.9597331	0.3229737	0.5858285	0.0438369	0.0537263	0.6456648	0.9846092	0.5344001	0.6067031	0.0905411	0.0673839	0.0872818	0.9330252
1000	0.0944493	0.5008687	0.0271773	0.9894393	0.6073531	0.0398894	0.3478543	0.1253487	0.6014604	0.6437568	0.7394602	0.0801038	0.9908385	0.9933407	0.3747118	0.9900196	0.0158119	0.1545594	0.6360827	0.1330567	0.9683316	0.3668511	0.1123414	0.0786023	0.2515570	0.1467064	0.8653202	0.6132819	0.9151576	0.9892228	0.1373744	0.0899165	0.4462593	0.7684662	0.0317146	0.0631084	0.5881933	0.4857378	0.5525487	0.1821862	0.0936688	0.0292536	0.0552366	0.0569535	0.6561385	0.0464289	0.9905680	0.2243726	0.0389095	0.3802792	0.4364064	0.0937440	0.1117235	0.0479423	0.1044889	0.0045914	0.9941565	0.8247510	0.9732216	0.6532548	0.0364945	0.3429650	0.5688007	0.9836991	0.9186405	0.4919954	0.7809555	0.2469686	0.0534866	0.0933884	0.9942358	0.9892422	0.2378372	0.4924084	0.2786210	0.9401674	0.9244854	0.0614130	0.5194878	0.5561690	0.3909854	0.9266061	0.2308284	0.9900930	0.1919009	0.0773160	0.4886239	0.9577740	0.3248110	0.5822456	0.0421168	0.0534212	0.6448161	0.9834559	0.6566185	0.5962704	0.0894367	0.0612459	0.0670584	0.9104553

0	0.0920500	0.2068161	0.0237636	0.9901322	0.2565828	0.1173617	0.3438301	0.1282369	0.5963244	0.6391639	0.7392357	0.0808874	0.9912878	0.9920783	0.2958502	0.9940450	0.0333987	0.1575725	0.7509311	0.1094238	0.9610701	0.3718589	0.1112885	0.0797907	0.2531121	0.1495700	0.0096205	0.0172773	0.9126071	0.9891182	0.1354861	0.0870500	0.4424087	0.7664290	0.0327046	0.0535339	0.5887398	0.4853256	0.5352678	0.1893696	0.1245597	0.0311273	0.0585222	0.0987529	0.6774440	0.0460120	0.9879329	0.2282503	0.0390487	0.3780027	0.4313676	0.0979299	0.1124441	0.0529831	0.0955451	0.0041530	0.9899794	0.8266587	0.9745723	0.6509373	0.0249071	0.1455969	0.9938572	0.9830360	0.9187176	0.5552188	0.7209231	0.2427109	0.0531862	0.0884633	0.9945821	0.9941727	0.8883347	0.2735091	0.0827814	0.9353195	0.9252251	0.0823911	0.5200079	0.9716318	0.3876887	0.8232195	0.9423112	0.9859494	0.1883200	0.0753286	0.4858976	0.0605137	0.3233247	0.5811505	0.0559378	0.0587267	0.6495982	0.9806714	0.9854968	0.4159542	0.0901654	0.0653375	0.0544630	0.8755951
50	0.0875970	0.5653819	0.0247957	0.9893333	0.2636072	0.1125584	0.6955233	0.1353455	0.6047328	0.6440614	0.7181391	0.0821519	0.5404816	0.9944205	0.3072083	0.9922173	0.3886946	0.1582869	0.7344040	0.1128693	0.9622254	0.3673226	0.4263268	0.0795425	0.7006719	0.1103419	0.5739327	0.0200131	0.9121864	0.9905972	0.3379104	0.1028723	0.4330487	0.6422401	0.0124113	0.0571041	0.5867260	0.4853573	0.4443128	0.2034581	0.1300343	0.0086152	0.0467063	0.1338930	0.7054482	0.7666195	0.5757353	0.2405674	0.0437438	0.8950216	0.0831000	0.1733698	0.1100985	0.0535100	0.1012570	0.7572976	0.8606368	0.7013006	0.9723201	0.5151488	0.2469370	0.2650115	0.4255172	0.9854809	0.9204918	0.5567507	0.3137550	0.2751264	0.0509017	0.0891174	0.2525812	0.9882204	0.5562326	0.2762668	0.4249024	0.9355356	0.9351192	0.0786355	0.5876425	0.9714075	0.4574186	0.8266203	0.9453792	0.9833802	0.1867399	0.0775137	0.6021649	0.0603914	0.1052322	0.5847537	0.0461253	0.0565550	0.6465800	0.9767332	0.7367501	0.1621662	0.0868601	0.2936766	0.1382147	0.9174526
100	0.0918267	0.6903413	0.0263565	0.9893613	0.3161390	0.1091931	0.7916618	0.2013654	0.6009999	0.6432405	0.6550385	0.0817366	0.5167831	0.9945850	0.4535827	0.9896650	0.5204996	0.1584914	0.6706945	0.1205420	0.9637129	0.3686192	0.8303956	0.1555529	0.7791205	0.0740723	0.7555400	0.1788915	0.9128880	0.9901405	0.3388143	0.1274685	0.3961714	0.6187903	0.0043708	0.0590092	0.5619510	0.4836901	0.3922624	0.2342124	0.1606240	0.0106994	0.0335043	0.2797610	0.7733569	0.9005817	0.4276242	0.2815528	0.0597006	0.9667632	0.0230738	0.1919290	0.1095522	0.0535626	0.1123087	0.8073854	0.6184462	0.6530489	0.9731116	0.4739295	0.2960607	0.4510938	0.2452139	0.9849786	0.9145373	0.5593317	0.2340265	0.3504041	0.0554137	0.0898724	0.1415983	0.9774398	0.2649661	0.2858594	0.5598540	0.9466224	0.9507313	0.0739893	0.5886915	0.9281613	0.6512588	0.8268006	0.9442304	0.9864898	0.1874804	0.0800869	0.6476810	0.0584014	0.0531566	0.5846594	0.0479599	0.0559273	0.6454612	0.9841661	0.6169494	0.1066816	0.0860121	0.3783454	0.1885024	0.9354873
150	0.0866784	0.7363097	0.0249337	0.9928634	0.4185655	0.0920921	0.8267870	0.3204992	0.5984681	0.6444200	0.5889021	0.0820599	0.5203141	0.9881459	0.6297646	0.9926120	0.5608456	0.1537434	0.4749642	0.1479998	0.9629897	0.3704174	0.9410759	0.3358308	0.7880522	0.0673611	0.8200134	0.3984663	0.9105408	0.9886724	0.3197997	0.1344126	0.3755770	0.6293043	0.0042942	0.0610468	0.5021621	0.4797663	0.3538472	0.2716234	0.2605219	0.0062070	0.0163069	0.4606455	0.8371401	0.9258318	0.3694572	0.3558159	0.1197159	0.9694261	0.0147653	0.1965252	0.1106567	0.0531936	0.1374008	0.8117222	0.4876910	0.6009256	0.9699977	0.4683068	0.3236102	0.5526784	0.1741704	0.9860304	0.9198343	0.5547791	0.2214138	0.4811706	0.0459675	0.1161261	0.1316736	0.9347471	0.1958614	0.3133001	0.6179154	0.9631342	0.9548006	0.0695300	0.5939320	0.8260386	0.8002241	0.8272165	0.9368609	0.9697175	0.1852882	0.0777136	0.6602593	0.0636871	0.0329387	0.5656203	0.0433070	0.0511174	0.6471533	0.9733849	0.5204105	0.1100988	0.0905696	0.4130614	0.2601653	0.9309918
200	0.0935292	0.7550854	0.0314053	0.9903736	0.5276632	0.0740932	0.8277125	0.4143189	0.5967062	0.6486516	0.5461555	0.0818105	0.5203766	0.9902265	0.7522681	0.9913062	0.5815024	0.1585938	0.2136861	0.2986551	0.9642452	0.3685286	0.9759432	0.4678062	0.7898782	0.0620006	0.8428960	0.5318998	0.9049700	0.9882568	0.3202218	0.1339749	0.3694150	0.6398520	0.0000000	0.0556186	0.4427852	0.4580992	0.3185928	0.3127091	0.3621347	0.0002761	0.0170438	0.5403110	0.8713060	0.9304938	0.3508453	0.4234700	0.1761931	0.9726767	0.0061088	0.1993581	0.1132660	0.0546872	0.2030866	0.8086432	0.4330086	0.5389376	0.9684853	0.4625299	0.3437968	0.5992818	0.1261067	0.9853313	0.9194127	0.5584441	0.2186508	0.6030114	0.0534816	0.1570471	0.1316989	0.8596546	0.1797260	0.3472177	0.6360656	0.9728509	0.9627956	0.0666151	0.5944817	0.7128506	0.8695308	0.8266436	0.8985313	0.9181872	0.1857451	0.0781828	0.6597466	0.0607848	0.0304238	0.5220328	0.0451899	0.0556288	0.6453450	0.9663882	0.4570387	0.1178443	0.0869208	0.4215856	0.3485751	0.9342515
250	0.0876929	0.7629367	0.0551355	0.9928667	0.6073633	0.0575850	0.8190708	0.4633293	0.5991201	0.6467216	0.5301096	0.0883093	0.5202971	0.9890137	0.8134797	0.9934863	0.5820247	0.1528478	0.0872848	0.6411712	0.9655783	0.3733047	0.9847455	0.5438501	0.7912485	0.0604479	0.8466646	0.5973804	0.9085708	0.9863966	0.3129812	0.1321837	0.3742021	0.6470868	0.0062907	0.0579872	0.3981854	0.4361604	0.2981286	0.3592277	0.4254533	0.0077772	0.0077468	0.5543746	0.8871126	0.9321057	0.3433663	0.4763627	0.2100949	0.9746037	0.0090292	0.1975519	0.1172038	0.0550220	0.2642829	0.8115514	0.4130667	0.4812916	0.9683476	0.4660683	0.3860172	0.6309719	0.0826002	0.9864824	0.9178364	0.5587402	0.2176245	0.6868245	0.0539360	0.2098377	0.1268100	0.7902338	0.1759222	0.3690629	0.6504192	0.9793608	0.9601470	0.0639703	0.5926494	0.6224571	0.9006604	0.8267488	0.8196871	0.8441415	0.1884726	0.0730856	0.6434886	0.0619453	0.0300114	0.4409277	0.0494905	0.0520159	0.6482436	0.9536413	0.4292472	0.1225408	0.0868999	0.4316385	0.4223187	0.9359883
300	0.0921828	0.7575857	0.0870271	0.9898751	0.6558533	0.0468137	0.8114162	0.4807324	0.5961906	0.6413461	0.5176909	0.0870824	0.5178135	0.9909958	0.8412883	0.9912582	0.5830614	0.1572328	0.0490962	0.8421545	0.9678775	0.3675630	0.9879037	0.5751493	0.7918513	0.0543545	0.8537168	0.6260662	0.9068726	0.9928264	0.3127868	0.1261621	0.3794097	0.6506729	0.0000018	0.0577753	0.3707750	0.4047984	0.2840299	0.3945147	0.4498062	0.0056385	0.0110973	0.5308097	0.8870471	0.9299142	0.3138668	0.5170561	0.2275756	0.9787275	0.0061428	0.1973572	0.1073266	0.0553369	0.3147961	0.8064273	0.4018466	0.4571692	0.9600947	0.4636146	0.4359952	0.6548974	0.0532503	0.9858377	0.9160690	0.5544789	0.2183363	0.7224868	0.0539092	0.2684654	0.1317512	0.7368929	0.1733967	0.3837923	0.6602101	0.9806134	0.9643457	0.0607416	0.5969383	0.5627641	0.9110299	0.8243115	0.6936532	0.7843503	0.1865348	0.0787951	0.6220193	0.0795164	0.0268865	0.3511634	0.0479083	0.0554475	0.6491135	0.9425715	0.4078731	0.1327280	0.0872562	0.4260977	0.4733579	0.9339593
350	0.0932211	0.7633438	0.1218607	0.9881325	0.6808842	0.0341860	0.7943709	0.4700685	0.5999269	0.6407572	0.5197615	0.0856529	0.5077195	0.9933118	0.8581601	0.9910606	0.5783328	0.1577173	0.0437405	0.9228903	0.9626863	0.3610754	0.9883600	0.5876254	0.7937791	0.0565108	0.8482922	0.6362871	0.9047453	0.9877269	0.3160535	0.1269335	0.3810170	0.6455534	0.0001720	0.0569099	0.3547974	0.3843430	0.2864620	0.4146549	0.4519174	0.0096070	0.0161846	0.5092378	0.8921887	0.9301857	0.2506871	0.5505279	0.2335167	0.9720936	0.0094807	0.1951235	0.1134667	0.0523223	0.3499172	0.8071412	0.4016675	0.4406725	0.9564189	0.4653701	0.4774054	0.6809412	0.0452537	0.9812587	0.9184382	0.5539631	0.2100877	0.7389999	0.0571345	0.3123166	0.1282673	0.7077423	0.1744709	0.3929922	0.6601604	0.9862402	0.9616861	0.0681130	0.5947647	0.5191747	0.9124730	0.8242895	0.5584307	0.7482985	0.1830797	0.0724552	0.5953199	0.1006124	0.0253763	0.2875212	0.0487825	0.0543004	0.6499920	0.9166806	0.4053325	0.1336603	0.0926878	0.4294043	0.4995838	0.9350409
400	0.0890715	0.7675776	0.1327912	0.9937369	0.6966117	0.0326611	0.7818022	0.4545795	0.6039138	0.6430900	0.5149386	0.0850491	0.5089257	0.9934156	0.8681619	0.9910248	0.5819288	0.1576587	0.0367584	0.9660121	0.9654635	0.3674743	0.9853691	0.5943578	0.7931136	0.0548202	0.8508936	0.6412687	0.9021385	0.9930989	0.3115659	0.1260586	0.3804363	0.6514168	0.0037692	0.0556718	0.3496931	0.3761904	0.2744708	0.4283744	0.4380138	0.0148890	0.0189353	0.4916689	0.8885949	0.9281149	0.1884897	0.5973034	0.2327178	0.9709359	0.0065363	0.1961573	0.1126713	0.0545597	0.3706959	0.8069969	0.4052164	0.4322759	0.9555964	0.4634941	0.5140003	0.7004105	0.0448719	0.9903827	0.9126595	0.5555511	0.2155647	0.7548878	0.0549575	0.3608859	0.1311725	0.6953748	0.1712969	0.4005685	0.6685949	0.9797262	0.9560662	0.0670591	0.5934565	0.4920065	0.9197471	0.8245493	0.4435591	0.7260148	0.1836836	0.0802940	0.5693797	0.1602572	0.0237346	0.2513846	0.0453216	0.0553507	0.6537710	0.9008407	0.4032331	0.1385422	0.0909030	0.4256576	0.5189791	0.9377545
450	0.0844336	0.7666712	0.1305757	0.9861165	0.6978386	0.0339943	0.7757015	0.4359788	0.6018030	0.6414845	0.5177309	0.0859987	0.4940639	0.9990800	0.8703286	0.9852114	0.5855855	0.1533784	0.0440855	0.9811245	0.9610874	0.3682652	0.9886796	0.5941024	0.7931033	0.0608196	0.8537110	0.6391637	0.8993492	0.9900488	0.3177098	0.1287858	0.3763093	0.6433851	0.0000000	0.0569398	0.3482646	0.3700855	0.2859809	0.4338442	0.4320699	0.0167166	0.0283703	0.4795605	0.8896792	0.9334551	0.1449843	0.6548998	0.2340112	0.9745219	0.0096804	0.1968677	0.1144834	0.0569211	0.3896778	0.8085378	0.3984062	0.4354710	0.9549472	0.4643807	0.5371212	0.7153792	0.0345094	0.9870594	0.9216564	0.5572643	0.2156737	0.7541412	0.0532731	0.4028295	0.1272516	0.6976095	0.1706235	0.4001968	0.6680271	0.9792033	0.9532753	0.0684045	0.5918961	0.4680135	0.9173067	0.8222294	0.3641227	0.7222895	0.1825362	0.0744370	0.5431093	0.2766895	0.0246518	0.2330959	0.0434615	0.0579235	0.6454810	0.8897569	0.4032340	0.1399036	0.0862959	0.4279923	0.5251408	0.9327187
500	0.0884068	0.7648107	0.1273034	0.9900079	0.7024777	0.0362015	0.7729261	0.4188560	0.6014472	0.6430619	0.5171734	0.0816910	0.4731676	0.9938041	0.8642380	0.9901296	0.5823155	0.1581744	0.0402515	0.9882937	0.9649937	0.3670890	0.9845713	0.5927022	0.7904465	0.0558278	0.8655243	0.6489940	0.8993407	0.9938220	0.3210173	0.1309987	0.3842984	0.6446851	0.0000000	0.0592405	0.3431715	0.3657155	0.2792777	0.4335941	0.4189342	0.0183136	0.0301431	0.4688079	0.8913691	0.9293413	0.1252316	0.7120992	0.2363549	0.9757367	0.0050209	0.1973809	0.1119623	0.0516563	0.3920827	0.8080038	0.3998113	0.4396649	0.9522261	0.4632458	0.5500147	0.7256703	0.0350982	0.9817861	0.9167148	0.5549374	0.2170284	0.7550128	0.0513798	0.4572334	0.1272347	0.6986787	0.1708082	0.4014548	0.6715460	0.9733372	0.9442958	0.0632139	0.5955332	0.4472107	0.9180429	0.8274683	0.3058755	0.7170232	0.1892379	0.0744891	0.5293676	0.4439196	0.0235097	0.2281426	0.0485335	0.0577139	0.6418928	0.8876823	0.4001413	0.1438969	0.0906217	0.4297190	0.5329130	0.9330203
550	0.0866499	0.4072317	0.1188802	0.9861678	0.7006106	0.0293434	0.2794720	0.2954706	0.6023224	0.6458048	0.5455193	0.0846656	0.8448773	0.9924996	0.9554354	0.9892867	0.2145502	0.1600369	0.0416054	0.9859641	0.9669338	0.3697186	0.9762182	0.5980184	0.2255248	0.0588070	0.5468292	0.4913131	0.8996174	0.9932995	0.0905270	0.1051685	0.4001531	0.7770233	0.0239044	0.0562904	0.3510161	0.3625505	0.3566669	0.4176043	0.3981788	0.0788968	0.0534652	0.2960515	0.8536016	0.2123519	0.2560144	0.7445875	0.1614679	0.8681574	0.2335525	0.1155237	0.1171634	0.0513015	0.3947326	0.0542462	0.4752980	0.5442052	0.9518313	0.6008006	0.3939845	0.7187311	0.2147863	0.9823007	0.9216281	0.5542877	0.6234821	0.7430264	0.0538024	0.5050015	0.8635692	0.8426467	0.1744294	0.3982232	0.3531737	0.9619567	0.9243657	0.0693870	0.5235573	0.4387788	0.7507080	0.8261252	0.2685675	0.7165423	0.1841023	0.0754599	0.3418735	0.6184424	0.2202245	0.2495179	0.0467474	0.0536912	0.6457138	0.8846225	0.6416198	0.5350758	0.0918304	0.1970653	0.4346019	0.8920189
600	0.0900245	0.2758215	0.0986280	0.9882556	0.6956893	0.0305118	0.1419597	0.1686776	0.5971934	0.6433030	0.6229198	0.0826176	0.8037747	0.9922332	0.9360160	0.9914607	0.0879252	0.1577493	0.0376464	0.9927630	0.9621838	0.3737857	0.7581950	0.5806946	0.1469680	0.0679688	0.5912462	0.2812314	0.8938819	0.9945809	0.0674800	0.0859567	0.4312472	0.8001349	0.0286898	0.0604452	0.3808703	0.3650439	0.4005255	0.3594993	0.3103825	0.1000251	0.1163758	0.1380276	0.7702679	0.0772324	0.3007190	0.7144919	0.0784643	0.5638441	0.2881235	0.1004786	0.1170327	0.0528208	0.3877237	0.0074655	0.6778444	0.6318470	0.9565576	0.6387440	0.2667929	0.6821762	0.3944067	0.9815461	0.9188822	0.5564242	0.7003120	0.6656696	0.0517820	0.5367772	0.9719184	0.9443924	0.1955196	0.3894633	0.2264227	0.9387798	0.8540630	0.0683121	0.5246527	0.4306918	0.5358029	0.8263007	0.2382695	0.7102665	0.1863140	0.0743874	0.2733612	0.7582950	0.2731130	0.3752110	0.0440292	0.0571071	0.6476685	0.9041336	0.8243338	0.5627473	0.0889038	0.1097631	0.2702015	0.8836200
